"ArticleTitle","Summary","Link","Timestamp","Category","ArticleStory","Label"
"Israeli startup Nutrinia nabs $30M to back pivotal trials of oral insulin for infants"," Israeli startup Nutrinia nabs $30M to back pivotal trials of oral insulin for infants 
  slawrence  
 Thu, 08/18/2016 - 12:50 
     
  
  
  
   ","http://www.fiercebiotech.com/biotech/israeli-startup-nutrinia-nabs-30m-to-back-pivotal-trials-oral-insulin-for-infants","Thu, 18 Aug 2016 16:50:54 +0000","NA","Israeli startup Nutrinia nabs $30M to back pivotal trials of oral insulin for infants | FierceBiotechStartup Nutrinia has lined up an impressive roster of investors to back what has been a long elusive achievement the development of oral insulin. But rather than go after its use in diabetes, which many have tried and failed to do, the Israel-based upstart is aiming for specific indications to treat babies with intestinal malabsorption.

Its oral formulation of insulin aims to treat diseases locally, rather than systemically like other failed efforts. The reconstituted powder is administered into the gut via catheter where the oral insulin binds to insulin receptors in the gastrointestinal tract. This is intended to stimulate the intestinal villi and microvilli thereby helping to rehabilitate the bowel.

Nutrinia has nabbed a $30 million Series D that s already slated for a pair of pivotal trials to support registration in two separate gut maturation and adaptation indications: intestinal malabsorption in preterm newborns and Short Bowel Syndrome (SBS) in infants. There are no approved treatments for either indication.

 We are beginning two trials in the US and Europe that will provide robust data as to the safety and efficacy of our proprietary oral formulation of insulin, and if successful, provide a direct path to registration,  said Nutrinia CEO Miki Olshansky in a statement.  These are orphan indications that affect fragile populations with high levels of unmet medical need. 

TPG Biotech led the financing with participation from H.I.G. BioHealth Partners and WuXi Healthcare Ventures, as well as from existing investors including OrbiMed and Pontifax.

 The biological rationale for Nutrinia s product is strong and the company s preclinical data and outcomes of multiple previous clinical trials are compelling,  said TPG Managing Director Eran Nadav.  We believe that neonatology, and specifically the NICU, are areas that deserve particular therapeutic development focus, and we are pleased to support Nutrinia s efforts. 

Nadav and Aaron Davidson of H.IG. are joining the board as part of the financing.

Founded in 2003, Nutrinia has now raised a total of about $43 million, according to SEC filings. It last had financing in December 2014 with a $12 million Series C round.

- here is the release

Related Articles:

Oramed hits midstage target in oral insulin trial

Bristol-Myers Squibb pulls out of Biocon oral insulin pact

Midatech mulls options after oral insulin flunks PhIIa

Oramed offloads Chinese rights to oral insulin in $50M deal","Pharmaceuticals"
"Nordic Nanovector wraps up enrollment in pre-dosed arms of NHL trial"," Nordic Nanovector wraps up enrollment in pre-dosed arms of NHL trial  
  ntaylor  
 Thu, 08/18/2016 - 12:00 
     
  
  
  
   ","http://www.fiercebiotech.com/biotech/nordic-nanovector-wraps-up-enrollment-pre-dosed-arms-nhl-trial","Thu, 18 Aug 2016 16:00:31 +0000","NA","Nordic Nanovector wraps up enrollment in pre-dosed arms of NHL trial | FierceBiotechNordic Nanovector (OSE:NANO) has completed enrollment of the first cohorts of the pre-dosed arms of its non-Hodgkin lymphoma (NHL) trial, keeping it on track to advance into Phase II in the back half of next year.

The two pre-dosing arms are giving NHL patients either rituximab, a CD20 monoclonal antibody sold by Roche ($RHHBY) as Mabthera, or lilotomab before starting them on the experimental treatment being tested. That treatment is Nordic Nanovector s Betalutin, an anti-CD37 antibody-radionuclide conjugate. By pre-dosing, Nordic Nanovector thinks it can ratchet up Belatin levels without running into the safety issues that blighted an earlier version of the study.

 These arms are designed to investigate if different pre-dosing regimens will allow the use of higher doses of Betalutin to potentially achieve even better efficacy,  Nordic Nanovector CEO Luigi Costa said in a statement.

Once Nordic Nanovector has data from the first three patients in each of the pre-dosing arms, it will decide whether to increase the dose of Betalutin to 17.5 MBq/kg or 20 MBq/kg. The dose-finding trial started out at 10 MBq/kg. Nordic Nanovector has been up to 20 MBq/kg in the past, although some patients who received that dose required platelet transfusions.

That experience also taught Nordic Nanovector that 15 MBq/kg doses can cause transient, reversible thrombocytopenia and neutropenia, a lesson that prompted it to make pre-dosing an integral part of the study.

 The role of pre-dosing is to potentially ensure better control of hematological side effects and more specific tumour targeting with Betalutin,  Costa said.

Data presented earlier this year by Nordic Nanovector at 21st Congress of the European Hematology Association lend credence to this hypothesis. The data, which were taken from the ongoing Phase I/II trial, suggest pre-dosing with lilotomab can boost the proportion of patients who respond to treatment.

Nordic Nanovector is now heading toward the day on which it will learn whether the pre-dosing works as it hopes. Assuming the company can emerge from the dose-finding stage of the trial with a regimen that looks safe and effective, it plans to advance into Phase II in the second half of next year.

Related Articles:

Nordic Nanovector sinks 30% after pushing back R&D timelines

Norway steps up immuno-oncology ambitions with opening of $120M park

Nordic Nanovector wraps up one of Europe's biggest biotech IPOs of 2015","Pharmaceuticals"
"Caribou claims CRISPR-Cas9 advance on DNA repair"," Caribou claims CRISPR-Cas9 advance on DNA repair 
  slawrence  
 Thu, 08/18/2016 - 11:49 
     
  
  
  
   ","http://www.fiercebiotech.com/biotech/caribou-claims-crispr-cas9-advance-dna-repair","Thu, 18 Aug 2016 15:49:16 +0000","NA","Caribou claims CRISPR-Cas9 advance on DNA repair | FierceBiotechCaribou Biosciences has discovered patterns in the way different cell types respond to being cut via CRISPR-Cas9 genome editing. Its researchers published a paper earlier this month in Molecular Cell that detailed DNA repair profiles after cuts at 223 different sites in the human genome.

The scientists found that after cleavage via Cas9, an RNA-guided DNA endonuclease enzyme, the cells repaired themselves in  highly reproducible patterns  that were  consistent across experimental replicates, cell lines, and reagent delivery methods. 

They found that repair outcomes are determined by the target site sequence, rather than genomic context. Researchers expect that these non-random outcomes could be reproduced systematically to produce a gene knockout or the restoration of a disease-causing allele.

 This discovery represents a fundamental advance in the development of CRISPR-Cas9 technology. Through careful measurement of the outcomes of the DNA repair machinery, we can understand the specific patterns of editing that occur within a cell population with a high degree of certainty,  Caribou CSO Andrew May said in a statement.

He continued,  Our world class scientific team continues to make significant contributions to develop the potential of CRISPR-Cas9 gene editing technology. 

The research is expected to enable scientists to use standard cell lines in the expectation that those results can be applied to more challenging, related cell types--including in human primary cells, which are derived directly from living tissue.

The Berkeley, CA-based startup is based on research from the Doudna Laboratory at the University of California at Berkeley. It aims to offer tools and tech not only for drug development, but also for agricultural and industrial biotech as well as biological research.

Caribou just raised a $30 million Series B financing in May from investors including Anterra Capital, Heritage Group, Maverick Capital Ventures, Pontifax AgTech,  F-Prime Capital Partners, Novartis ($NVS), Mission Bay Capital and 5 Prime Ventures.

- here is the announcement

 - and here is the paper

Related Articles:

Groundbreaking gene editing player Caribou raises $30M B round

Novartis steps in to help bankroll CRISPR-Cas9 pioneer Caribou

CRISPR patent battle heats up as new email disputes Zhang s claims","Pharmaceuticals"
"FDA rejects Portola s lead candidate, pushing shares down"," FDA rejects Portola s lead candidate, pushing shares down 
  slawrence  
 Thu, 08/18/2016 - 10:10 
     
  
  
  
   ","http://www.fiercebiotech.com/biotech/fda-rejects-portola-s-lead-candidate-pushing-shares-down","Thu, 18 Aug 2016 14:10:09 +0000","NA","FDA rejects Portola s lead candidate, pushing shares down | FierceBiotechPortola Pharmaceuticals ($PTLA) had expected to launch its first drug this year. But those plans have been pushed back as its lead candidate Andexxa, developed to reverse anticoagulation for Factor Xa inhibitors, has received a complete response letter from the FDA.

The company said on a conference call that it could resubmit Andexxa to the FDA before year-end. Portola shares were down about one-third, pushing it to a market cap of about $1.1 billion.

The agency asked for Portola to offer additional information, primarily related to manufacturing. It also asked for more data to support the inclusion of edoxaban and enoxaparin in the label; these are specific Factor Xa inhibitors, with the others named in its planned indication being apixaban and rivaroxaban.

Two Phase III trials evaluated Andexxa s reversal of the anticoagulants rivaroxaban and apixaban in older healthy volunteers, with the data published in The New England Journal of Medicine last November.

The FDA also said it needs to review clinical amendments that Portola recently submitted on its post-marketing commitments, the company said.

Portola hopes Andexxa will become the first universal antidote for Factor Xa inhibitors.

 Because Andexxa addresses an urgent unmet medical need, we and the FDA are committed to resolving the outstanding questions and determining appropriate next steps,  said the company s CEO Bill Lis in a statement.  Portola s goal is to define the most expedient path to approval so we can meet the needs of these patients who have no alternative. 

Andexxa has both an orphan drug and a breakthrough therapy designations from the FDA.

Up next, Portola has betrixaban, which is an oral, once-daily Factor Xa inhibitor anticoagulant. It s in Phase III testing to treat venous thromboembolism in acute medically ill patients. Betrixaban has fast track designation from the FDA and Portola hopes to launch it next year--despite the fact that it failed in pivotal testing.

- here is the release

Related Articles:

Following a pivotal failure, Portola lays out its case for betrixaban

Portola plunges as PhIII blood thinner misses key goal in head-to-head comparison study

Portola says it's ready to file 'breakthrough' anticoagulant antidote","Pharmaceuticals"
"Auris Medical off-target on tinnitus drug study"," Auris Medical off-target on tinnitus drug study  
  badams  
 Thu, 08/18/2016 - 08:20 
     
  
  
  
   ","http://www.fiercebiotech.com/biotech/auris-medical-off-target-tinnitus-drug-study","Thu, 18 Aug 2016 12:20:38 +0000","NA","Auris Medical off-target on tinnitus drug study | FierceBiotechSmall cap Auris Medical Holding has missed its co-primary endpoints in a key Phase III trial after it failed to beat placebo in treating patients with tinnitus. The drug, Keyzilen (AM-101), could not best a dummy treatment in creating statistically significant changes in tinnitus loudness and tinnitus burden compared to placebo.

The Swiss biotech was looking to the future, reminding investors that results from a second Phase III trial, TACTT3, are due out this year--with the company hoping for better data. The biotech wants Keyzilen to become the first drug to gain approval for treating acute inner ear tinnitus, but this failure will be a major setback for the company.

The treatment contains esketamine hydrochloride, an N-Methyl-D-Aspartate (NMDA) receptor antagonist, made in the form of a biocompatible and biodegradable gel.

It is given in one treatment cycle, comprising three intratympanic injections over three to 5 days into the middle ear. From there the drug diffuses through the so-called round window membrane into the cochlea.

 We are disappointed that our TACTT2 trial did not reach its co-primary efficacy endpoints. The assessment of the trial data is ongoing and we intend to discuss outcomes and our plans for a path forward with regulatory agencies prior to the readout from the TACTT3 trial,  said Thomas Meyer, founder, chairman and CEO of Auris Medical.

 We would like to sincerely thank all patients, investigators and study site staff participating in TACTT2 for their dedicated contribution to the trial. Acute inner ear tinnitus represents an important unmet medical need and we remain committed to achieving our mission of providing tinnitus patients with effective and safe therapeutic options. 

TACTT3, which is being conducted in Europe, is a randomized, double-blind, placebo-controlled test in acute and post-acute inner ear tinnitus, following traumatic cochlear injury or otitis media.

The trial has enrolled more than 300 patients during the acute tinnitus stage and around 330 patients during the post-acute tinnitus stage. The mark of its success will be if it can produce a change in tinnitus loudness from baseline to day 84.

Analysts at Leerink were downbeat about the news.  These top-line results are disappointing and we are now compelled to anxiously wait for results from the Phase III TACTT3 EU study in 4Q16 as well as the full TACTT2 dataset analysis later this year. Our price target is under review,  the firm said in a note to clients.

It added:  Ultimately it remains to be seen how the FDA/EMA would consider Keyzilen if TACTT3 is successful in light of today's negative TACTT2 results, as we expect that two successful pivotal trials are necessary for approval. 

The company saw its shares down by more than 65% pre-market this morning on the news, with a market cap as of yesterday at just $186 million. It finished the day up 40% yesterday, before the data were released.

Related Article:

Auris pulls off a $56M IPO to bankroll its ear treatments","Pharmaceuticals"
"J&J files to expand Darzalex label, triggering another payout to Genmab"," J&amp;J files to expand Darzalex label, triggering another payout to Genmab  
  ntaylor  
 Thu, 08/18/2016 - 06:50 
     
  
  
  
   ","http://www.fiercebiotech.com/biotech/j-j-files-to-expand-darzalex-label-triggering-another-payout-to-genmab","Thu, 18 Aug 2016 10:50:08 +0000","NA","J&J files to expand Darzalex label, triggering another payout to Genmab | FierceBiotechJohnson & Johnson ($JNJ) and Genmab (CPH:GEN) have passed another milestone on the route to FDA approval of Darzalex as a second-line combination treatment for multiple myeloma. The latest step forward is the filing of an sBLA with FDA, an event that, if the regulator responds as quickly as in the past, could lead to the partners winning approval before the end of the year.

J&J has asked the FDA to handle Darzalex as a priority review, a status it could be eligible for under the terms of its breakthrough therapy designation. If the FDA accepts the request, it will process the sBLA within 6 months of now, setting J&J and Genmab up to receive a decision by mid-February. History suggests a decision could arrive well before then, though. When J&J sought approval in heavily pretreated or double refractory multiple myeloma patients late last year, the FDA made its decision in two months.

Approval of the sBLA would clear J&J to market Darzalex toward a larger proportion of multiple myeloma patients. The current approval makes Darzalex a near last resort option for patients who have already tried multiple other drugs. That could change soon. The sBLA positions Darzalex, a CD38 monoclonal antibody, to be used in combination with Celgene s ($CELG) Revlimid or Takeda s Velcade in multiple myeloma patients who have been through one other line of treatment.

The data in support of the use of the combinations in these patients are compelling. J&J and Genmab unveiled the results at cancer conferences earlier this year, at which time the Danish drugmaker s stock spiraled upward in anticipation of the paydays the data would lead to. Another one of those paydays arrived with the sBLA filing, an event that triggered a $15 million ( 13 million) milestone payment to Genmab.

As well as data from the Phase III Revlimid and Velcade combination trials, J&J included results from a Phase I study in the sBLA. The Phase I trial gave Darzalex in combination with Celgene s Pomalyst, an immunomodulator. Data from the trial, which were presented late last year, have been somewhat overshadowed by the subsequent release of the Phase III results. But the potential of the combination has caught the attention of some physicians.

Speaking to OncLive, Dr. Sagar Lonial, an Emory University School of Medicine professor who has been involved in trialling Darzalex, said:  The data ... was really pretty striking. What I think it really does is speak to the concept of non-cross-reactive drugs working synergistically. 

Given in isolation to refractory multiple myeloma patients, Darzalex and Pomalyst achieve response rates of approximately 30%. The Phase Ib combination trial achieved a response rate of approximately 70%, a fact that Lonial sees as showing the drugs complement each other.

 It really speaks to synergy between an antibody and an immunomodulatory agent ... that seems to not only directly target myeloma, but enhance [the] immune system's ability to make [Darzalex] a better drug,  he said.

Related Articles:

J&J, Genmab bag breakthrough status for Darzalex, shortening route to second-line use 

Genmab bags $30M milestone from J&J as Darzalex money machine fires up 

J&J joins up with Genentech for a pair of atezo/Darzalex combo cancer studies","Pharmaceuticals"
"CRISPR patent battle heats up as new email disputes Zhang s claims"," CRISPR patent battle heats up as new email disputes Zhang s claims 
  badams  
 Thu, 08/18/2016 - 06:44 
     
  
  
  
   ","http://www.fiercebiotech.com/biotech/crispr-patent-battle-heats-up-as-new-email-disputes-zhang-s-claims","Thu, 18 Aug 2016 10:44:21 +0000","NA","CRISPR patent battle heats up as new email disputes Zhang s claims | FierceBiotechThe ongoing patent battle over just who owns the rights to the cutting-edge CRISPR-Cas9 technology has heated up this week with a new email from a junior scientist putting more confusion over who invented the gene-editing process first.

Let s go back to the beginning: Biochemist Dr. Jennifer Doudna, from the University of California, Berkeley, submitted her patent application for the core CRISPR technology back in May 2012 after creating the tech along with Emmanuelle Charpentier.

But then biologist Feng Zhang from the Broad Institute of Harvard and MIT submitted a similar patent application in 2013--but he requested a fast-track process and received the official patent in April 2014. Zhang has since been awarded additional patents on the technology.

The two both claim to have invented the tech, leading to a legal  interference  claim in January of this year between the two scientists  patent apps to settle just who is right.

This battle has been simmering in 2016 but boiled over this week when an email from Shuailiang Lin, a junior scientist formerly at the Broad Institute, to Doudna has come to light disputing MIT-Harvard institution s claims to CRISPR, and accusing the org of misleading the patent office.

The email was originally sent in February of last year, but has now been made public by the U.S. Patent Office. Hundreds of millions of dollars have already been invested into this tech and the companies working in it, including Zhang s Editas ($EDIT), as well as CRISPR Therapeutics, Caribou Biosciences, Intellia ($NTLA) and Novartis ($NVS).

Lin s account is made the more interesting given that he worked at Zhang s lab at the time the patents were filed, and because he is listed as an inventor on Broad s earliest patent filing, from December 2012, and says in the email that he was working in late 2011 on CRISPR on his own in Zhang s lab.

He went back to China in 2012, but when Doudna s paper on the tech was published that year, Lin alleges that Zhang and others  quickly jumped to the project without letting me know.  He says he has lists of files and documents that prove the failures coming out of his CRISPR work in those days and can show them to  whoever is interested in the truth. 

The email was in fact designed as a job application to Doudna, where he says:  I think revolutionary technology like this should not be mis-patented. We did not work it out [how to use CRISPR effectively] before seeing your paper.  Lin now works as a postdoctoral researcher at the University of California, San Francisco, but is not commenting on the email.

In a statement Lee McGuire, chief communications officer at the Broad Institute of MIT and Harvard, said that Lin was just a  rotation student, who visited the Broad for a brief period from a Peking University/Tsinghua University joint program.  They confirmed that he worked for Feng Zhang at the Broad on CRISPR projects from October 2011 to June 2012.

But he added that Lin could not be offered a position to return to the Broad Institute.

 Although the rotation student s email makes several claims, the Opposition Document [in the ongoing patent case which is using the email] does not include any evidence to support them,  the statement says.

McGuire goes to claim that:  Abundant evidence already shows that the student s claims are false. Examples include email exchanges between the student and Zhang:

Why is this important? Well, because the battle is predominately around money: Whoever owns the rights owns much of the money that will come out of meds approved in the future using this tech. It s all still at a preclinical stage, but trials could start in the U.S. and China this year in cancer targets, with more slated to start from 2017 as a slew of different companies, academic centers and organizations seek to be the first to get into the clinic and eventually gain approval.

Each group is using CRISPR in slightly different ways, but the fundamental aspect sees the tech used to edit genes by leveraging an RNA guide molecule to enter in specific cells.

A protein called Cas9 then attaches to the DNA and essentially cuts it, all of which either gets rid of, completely removes or replaces a gene with a better strand of DNA. It could be used in a host of diseases, but oncology appears to be the favored early target.



 - check out Lin s email (PDF)

 - read Broad s statement

  -read the MIT Technology Review story here

Related Articles:

Facebook, Napster billionaire Parker to fund first-ever CRISPR trial

Editas partners to bring CRISPR to gene therapy in inherited retinal diseases

Groundbreaking gene editing player Caribou raises $30M B round","Pharmaceuticals"
"Medivation up again as Merck now named as latest Big Pharma suitor"," Medivation up again as Merck now named as latest Big Pharma suitor 
  badams  
 Thu, 08/18/2016 - 05:29 
     
  
  
  
   ","http://www.fiercebiotech.com/biotech/medivation-up-again-as-merck-now-named-as-latest-big-pharma-suitor","Thu, 18 Aug 2016 09:29:32 +0000","NA","Medivation up again as Merck now named as latest Big Pharma suitor | FierceBiotechIt s getting to the point where it may be easier to list those not rumored to be interested in buying cancer biotech Medivation ($MDVN), as now, according to Reuters, Merck ($MRK) has joined the race.

This is according to people  familiar with the matter  talking once again to the newswire service, and comes after the U.S. giant gained a major boost in its attempt to dominate the non-small cell lung cancer I/O market after rival Bristol-Myers Squibb ($BMY) this month flubbed a key Phase III test.

Merck can now be added to the ever-growing list of suitors that includes Sanofi ($SNY)--which has publicly made its interest known--as well as Celgene ($CELG), Gilead ($GILD) and Pfizer ($PFE), who are not commenting on the rumors.

Sanofi has in fact already been knocked back twice by Medivation for its lowball offers. The French Big Pharma, in need of a reinvigorated oncology pipeline after backing away from the area in the past two years, has been allowed to look at Medivation s books.

It had been going hostile, but recently dropped its bid to oust its board. Medivation has consistently sought a higher price with its CEO David Hung seemingly ready to play the long game to get the best possible price, and allow the suitors to fall over themselves to bring the largest wad of cash to the table.

Merck has a potential $5 billion at peak blockbuster on its hands in the form of PD-1 checkpoint inhibitor Keytruda (pembrolizumab), but may also be seeking to shore up its own cancer pipeline with Medivation s R&D offerings.

The Californian biotech co-markets the blockbuster prostate cancer med Xtandi with Japanese pharma Astellas, owning rights to the blockbuster sales in the U.S. from the drug, but also has a respected store of cancer candidates in its labs.

Key among these is the PARP inhibitor talazoparib, which has posted strong late-stage data over the past year and was recently boosted by impressive data coming out of biotech Tesaro ($TSRO) and its experimental PARP niraparib after its ovarian cancer patients lived longer.

Medivation contends that its PARP is more effective, and could be the market leader--something it is pushing hard given how this could help up its own sale price.

Medivation saw its shares up 1.5% after hours last night when Reuters broke the news, with a market cap of just over $11 billion.

Related Articles:

As Tesaro jumps 108%, Medivation can raise its price, and even Clovis climbs

BioMarin sells its PhIII cancer drug to Medivation for $570M

Medivation opens its books to would-be buyers, including the formerly hostile Sanofi","Pharmaceuticals"
"Radius osteoporosis drug bests placebo in PhIII; eyes 2017 FDA approval"," Radius osteoporosis drug bests placebo in PhIII; eyes 2017 FDA approval  
  badams  
 Wed, 08/17/2016 - 10:01 
     
  
  
  
   ","http://www.fiercebiotech.com/biotech/radius-osteoporosis-drug-bests-placebo-phiii-eyes-2017-fda-approval","Wed, 17 Aug 2016 14:01:36 +0000","NA","Radius osteoporosis drug bests placebo in PhIII; eyes 2017 FDA approval | FierceBiotechRadius Health ($RDUS) has posted new results from its late-stage trial in women with osteoporosis as it looks to shore up its data ahead of an expected U.S. approval next spring.

The new data, published this week in JAMA, showed that 2,463 female osteoporosis patients in the ACTIVE Phase III trial, when treated with a daily injection of abaloparatide for 18 months, had a significantly greater reduction in the incidence of new vertebral fractures when compared to placebo.

It was a little less strong on nonvertebral fractures when compared to placebo, however, with a P value of 0.049--meaning it just squeaked into significance. But it still did manage to hit its trial targets.

Radius is currently set for an EU approval for its candidate by the end of the year, with the med also under FDA review, with a PDUFA date of March 30, 2017.

The Cambridge, MA-based biotech is hoping to beat out competition from Amgen ($AMGN) and its partner UCB for their experimental bone drug romosozumab (a.k.a. romo).

Back in March, romo--an antibody designed to block the protein sclerostin--achieved its Phase III BRIDGE study primary endpoint of increasing bone mineral density of lumbar spine at 12 months, when compared with placebo.

It also hit its secondary endpoints of bone mineral density increase of femoral neck and total hip at 12 months over placebo, and BMD increase of lumbar spine, femoral neck, and total hip at 6 months over placebo.

This came a month after the company posted generally positive results for the med in its FRAME study for women--although analysts were quick to note that the drug didn't perform as well as abaloparatide.

Both are looking to capture market share from Eli Lilly's ($LLY) rival blockbuster Forteo (teriparatide).

 The landmark ACTIVE trial results are important and further validate abaloparatide s potential to consistently, substantially and rapidly reduce both new vertebral and nonvertebral fractures in postmenopausal women with osteoporosis,  said Dr. Paul Miller, medical director at the Colorado Center for Bone Research and lead author of the paper.

 Approximately two million osteoporotic fractures occur annually in the U.S., which create physical and psychological burdens for affected women by diminishing their independence and quality of life. There is a great unmet medical need for therapies which could provide more consistent potent and early benefits to patients. 

Abaloparatide works as a synthetic peptide that engages the parathyroid hormone receptor (PTH1 receptor) and designed to help with bone building activity.

Radius  shares were up this morning on this news by around 1% at 10am EDT, but then quickly dropped into the red. The company currently has a market cap of around $2.33 billion.

Related Articles:

Amgen's bone drug beats Lilly's Forteo in a Phase III osteoporosis trial

Radius Health looks to catch the IPO wave with $86M pitch

Amgen's bone drug 'romo' fails to excite in male osteoporosis","Pharmaceuticals"
"Pharma manufacturer finds treasure in Boston biotech Aquatrove"," Pharma manufacturer finds treasure in Boston biotech Aquatrove 
  badams  
 Wed, 08/17/2016 - 08:23 
     
  
  
  
   ","http://www.fiercebiotech.com/biotech/pharma-manufacturer-finds-treasure-trove-boston-biotech-aquatrove","Wed, 17 Aug 2016 12:23:37 +0000","NA","Pharma manufacturer finds treasure in Boston biotech Aquatrove | FierceBiotechThe Australian sexual health manufacturer Sasmar Pharmaceuticals has bought out Boston-based biotech Aquatrove Biosciences as it looks to expand its portfolio and pipeline more deeply into reproductive health and fertility.

Under the terms of the agreement, Sasmar, through its Australian-based holding (its formal headquarters is in Belgium), has acquired all stock in the privately held Aquatrove in exchange for an upfront payment of cash--although the exact amount has been kept under wraps.

 Like many pharmaceutical companies Sasmar is seeking biotechnology acquisitions to bolster product pipelines,  Sasmar said in a statement.

This investment is designed to strengthen its position in the OTC market in health, fertility and reproduction. The pharma co s president and CEO, John-Michael Mancini, said:  The acquisition captures the capability and knowhow built up over many years by the specialized team at Aquatrove and facilitates the realization of our plans for growth moving forward. 

The two companies already have a long history, given that back in 2008, Sasmar first sold an Aquatrove-patented formulation on a lubricant designed to help reduce the risks to fertility while attempting to conceive.

Related Article:

Gilead steps in to replace AbbVie with $2B Galapagos collaboration","Pharmaceuticals"
